../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,  370.400000,   11.104313,          2.42794521,          0.71629697,        459.75979072,       3381.10569449,          2.42794521,          0.71629697,        459.75979072,       3381.10569449,          2.42794521,          0.71629697,        459.75979072,       3381.10569449,          2.02555123,          0.00044047,          0.31281197,          2.30044113,          1.94888482,          0.00853890,          6.18219839,         45.46431982,          2.02609001,          0.00038171,          0.27104313,          1.99327014,          1.94909641,          0.00851324,          6.16328697,         45.32524392,          2.02773325,         -0.00016042,          0.11386102,          0.83734188,          1.94973687,          0.00829400,          6.00357790,         44.15073227
,,,,,  370.600000,   11.110308,          2.40337876,          0.76916324,        495.58598573,       3644.57404124,          2.40337876,          0.76916324,        495.58598573,       3644.57404124,          2.40337876,          0.76916324,        495.58598573,       3644.57404124,          2.02558648,          0.00044265,          0.31452463,          2.31303617,          1.94954193,          0.00837883,          6.06856289,         44.62863645,          2.02612739,          0.00038368,          0.27258589,          2.00461575,          1.94975415,          0.00835309,          6.04958584,         44.48907789,          2.02777731,         -0.00016088,          0.11425456,          0.84023602,          1.95039651,          0.00813303,          5.88924779,         43.30994064
,,,,,  370.800000,   11.116304,          2.37044387,          0.82228312,        532.66537882,       3917.25849444,          2.37044387,          0.82228312,        532.66537882,       3917.25849444,          2.37044387,          0.82228312,        532.66537882,       3917.25849444,          2.02562192,          0.00044484,          0.31625035,          2.32572724,          1.95018715,          0.00822329,          5.95813246,         43.81652329,          2.02616495,          0.00038566,          0.27414090,          2.01605140,          1.95039999,          0.00819745,          5.93908950,         43.67648007,          2.02782161,         -0.00016135,          0.11464910,          0.84313748,          1.95104428,          0.00797659,          5.77811932,         42.49269410
,,,,,  371.000000,   11.122300,          2.32835974,          0.87398874,        570.22340536,       4193.46285153,          2.32835974,          0.87398874,        570.22340536,       4193.46285153,          2.32835974,          0.87398874,        570.22340536,       4193.46285153,          2.02565752,          0.00044705,          0.31798926,          2.33851530,          1.95082081,          0.00807209,          5.85078821,         43.02710619,          2.02620270,          0.00038766,          0.27570828,          2.02757802,          1.95103427,          0.00804616,          5.83167908,         42.88657629,          2.02786613,         -0.00016183,          0.11504463,          0.84604625,          1.95168048,          0.00782449,          5.67007361,         41.69811834
,,,,,  371.200000,   11.128296,          2.27674185,          0.92222256,        607.22096038,       4465.54546177,          2.27674185,          0.92222256,        607.22096038,       4465.54546177,          2.27674185,          0.92222256,        607.22096038,       4465.54546177,          2.02569331,          0.00044928,          0.31974150,          2.35140135,          1.95144320,          0.00792508,          5.74641674,         42.25955106,          2.02624064,          0.00038968,          0.27728816,          2.03919657,          1.95165729,          0.00789907,          5.72724115,         42.11853245,          2.02791090,         -0.00016230,          0.11544115,          0.84896230,          1.95230543,          0.00767658,          5.56499720,         40.92537910
,,,,,  371.400000,   11.134292,          2.21578724,          0.96464541,        642.36734934,       4724.01446727,          2.21578724,          0.96464541,        642.36734934,       4724.01446727,          2.21578724,          0.96464541,        642.36734934,       4724.01446727,          2.02572927,          0.00045152,          0.32150719,          2.36438636,          1.95205464,          0.00778212,          5.64490977,         41.51306169,          2.02627877,          0.00039171,          0.27888067,          2.05090801,          1.95226935,          0.00775602,          5.62566745,         41.37155235,          2.02795590,         -0.00016277,          0.11583866,          0.85188562,          1.95291943,          0.00753270,          5.46278182,         40.17368003
,,,,,  371.600000,   11.140288,          2.14642639,          0.99883987,        674.17996687,       4957.96668416,          2.14642639,          0.99883987,        674.17996687,       4957.96668416,          2.14642639,          0.99883987,        674.17996687,       4957.96668416,          2.02576541,          0.00045378,          0.32328647,          2.37747136,          1.95265540,          0.00764305,          5.54616391,         40.78687777,          2.02631710,          0.00039375,          0.28048595,          2.06271330,          1.95287074,          0.00761686,          5.52685459,         40.64487564,          2.02800114,         -0.00016324,          0.11623715,          0.85481617,          1.95352277,          0.00739272,          5.36332405,         39.44226063
,,,,,  371.800000,   11.146284,          2.07038670,          1.02259651,        701.09755379,       5155.92050319,          2.07038670,          1.02259651,        701.09755379,       5155.92050319,          2.07038670,          1.02259651,        701.09755379,       5155.92050319,          2.02580173,          0.00045605,          0.32507949,          2.39065735,          1.95324577,          0.00750773,          5.45008040,         40.08027287,          2.02635562,          0.00039582,          0.28210412,          2.07461344,          1.95346174,          0.00748145,          5.43070379,         39.93777591,          2.02804663,         -0.00016372,          0.11663663,          0.85775395,          1.95411572,          0.00725649,          5.26652510,         38.73039434
,,,,,  372.000000,   11.152279,          1.99011974,          1.03423500,        721.63995172,       5306.99073604,          1.99011974,          1.03423500,        721.63995172,       5306.99073604,          1.99011974,          1.03423500,        721.63995172,       5306.99073604,          2.02583824,          0.00045834,          0.32688639,          2.40394537,          1.95382601,          0.00737603,          5.35656482,         39.39255277,          2.02639433,          0.00039789,          0.28373532,          2.08660943,          1.95404262,          0.00734967,          5.33712064,         39.24955891,          2.02809236,         -0.00016420,          0.11703708,          0.86069892,          1.95469856,          0.00712388,          5.17229053,         38.03738674
,,,,,  372.200000,   11.158275,          1.90857639,          1.03288316,        734.58988017,       5402.22541663,          1.90857639,          1.03288316,        734.58988017,       5402.22541663,          1.90857639,          1.03288316,        734.58988017,       5402.22541663,          2.02587493,          0.00046065,          0.32870729,          2.41733646,          1.95439639,          0.00724784,          5.26552692,         38.72305367,          2.02643325,          0.00039999,          0.28537970,          2.09870227,          1.95461363,          0.00722138,          5.24601489,         38.57956083,          2.02813833,         -0.00016467,          0.11743851,          0.86365105,          1.95527155,          0.00699476,          5.08053007,         37.36257387
,,,,,  372.400000,   11.164271,          1.82886368,          1.01863289,        739.15876318,       5435.82530223,          1.82886368,          1.01863289,        739.15876318,       5435.82530223,          1.82886368,          1.01863289,        739.15876318,       5435.82530223,          2.02591180,          0.00046298,          0.33054236,          2.43083169,          1.95495716,          0.00712301,          5.17688036,         38.07114066,          2.02647236,          0.00040210,          0.28703738,          2.11089300,          1.95517504,          0.00709647,          5.15730020,         37.92714677,          2.02818456,         -0.00016515,          0.11784091,          0.86661032,          1.95583493,          0.00686901,          4.99115735,         36.70532065
,,,,,  372.600000,   11.170267,          1.75386266,          0.99252340,        735.09689682,       5405.95405257,          1.75386266,          0.99252340,        735.09689682,       5405.95405257,          1.75386266,          0.99252340,        735.09689682,       5405.95405257,          2.02594886,          0.00046533,          0.33239174,          2.44443211,          1.95550856,          0.00700144,          5.09054253,         37.43620621,          2.02651168,          0.00040423,          0.28870852,          2.12318265,          1.95572708,          0.00697481,          5.07089395,         37.29170919,          2.02823103,         -0.00016563,          0.11824428,          0.86957671,          1.95638896,          0.00674652,          4.90408975,         36.06501939
,,,,,  372.800000,   11.176263,          1.68590240,          0.95635709,        722.72123169,       5314.94254464,          1.68590240,          0.95635709,        722.72123169,       5314.94254464,          1.68590240,          0.95635709,        722.72123169,       5314.94254464,          2.02598610,          0.00046769,          0.33425556,          2.45813883,          1.95605082,          0.00688302,          5.00643435,         36.81766881,          2.02655120,          0.00040637,          0.29039325,          2.13557228,          1.95626999,          0.00685630,          4.98671707,         36.67266654,          2.02827775,         -0.00016611,          0.11864861,          0.87255017,          1.95693386,          0.00662717,          4.81924815,         35.44108838
