../../../pdielec -size 0 -size 1 -size 3 -processors 4 -method ap -method bruggeman -matrix ptfe -sigma 5 -ellipsoid 0 0 1 0.5 -csv command1.csv -masses program -program abinit BaTiO3.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935128,                8177.076262,  1041.1377,     5.0
   1,   65.74,         1.935115,                8177.020635,  1041.1306,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112289,              156821.689833, 19967.1577,     5.0
   4,  198.01,        37.112483,              156822.507130, 19967.2618,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000128,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000001,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063614,              139713.606233, 17788.8888,     5.0
  11,  279.35,        33.063542,              139713.302190, 17788.8501,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,    6.000000,    0.179875,          0.02991628,          0.02991628,          0.02991628,          0.00088455,          0.00088452,          0.00088357,          8.13863672,          8.13863672,          8.13863672,          2.73035267,          2.73035667,          2.73038870,          0.01184376,          0.01184376,          0.01184376,          0.00020283,          0.00020283,          0.00020261,          0.06797184,          0.06797184,          0.06797184,          0.00200976,          0.00200970,          0.00200752
,,,,,,    6.200000,    0.185871,          0.03197110,          0.03197110,          0.03197110,          0.00094512,          0.00094508,          0.00094399,          8.13959587,          8.13959587,          8.13959587,          2.73036912,          2.73037339,          2.73040760,          0.01224968,          0.01224968,          0.01224968,          0.00020973,          0.00020972,          0.00020948,          0.07264053,          0.07264053,          0.07264053,          0.00214737,          0.00214729,          0.00214481
,,,,,,    6.400000,    0.191867,          0.03409696,          0.03409696,          0.03409696,          0.00100775,          0.00100771,          0.00100647,          8.14058738,          8.14058738,          8.14058738,          2.73038611,          2.73039067,          2.73042712,          0.01265671,          0.01265671,          0.01265671,          0.00021664,          0.00021663,          0.00021637,          0.07747063,          0.07747063,          0.07747063,          0.00228967,          0.00228959,          0.00228677
,,,,,,    6.600000,    0.197863,          0.03629423,          0.03629423,          0.03629423,          0.00107246,          0.00107241,          0.00107101,          8.14161134,          8.14161134,          8.14161134,          2.73040366,          2.73040851,          2.73044727,          0.01306490,          0.01306490,          0.01306490,          0.00022357,          0.00022356,          0.00022327,          0.08246296,          0.08246296,          0.08246296,          0.00243670,          0.00243660,          0.00243341
,,,,,,    6.800000,    0.203859,          0.03856327,          0.03856327,          0.03856327,          0.00113925,          0.00113920,          0.00113763,          8.14266783,          8.14266783,          8.14266783,          2.73042176,          2.73042691,          2.73046806,          0.01347428,          0.01347428,          0.01347428,          0.00023051,          0.00023050,          0.00023018,          0.08761838,          0.08761838,          0.08761838,          0.00258845,          0.00258834,          0.00258477
,,,,,,    7.000000,    0.209855,          0.04090449,          0.04090449,          0.04090449,          0.00120814,          0.00120808,          0.00120631,          8.14375695,          8.14375695,          8.14375695,          2.73044042,          2.73044587,          2.73048948,          0.01388490,          0.01388490,          0.01388490,          0.00023746,          0.00023745,          0.00023710,          0.09293779,          0.09293779,          0.09293779,          0.00274497,          0.00274484,          0.00274083
,,,,,,    7.200000,    0.215851,          0.04331828,          0.04331828,          0.04331828,          0.00127913,          0.00127906,          0.00127708,          8.14487880,          8.14487880,          8.14487880,          2.73045963,          2.73046539,          2.73051154,          0.01429679,          0.01429679,          0.01429679,          0.00024443,          0.00024442,          0.00024404,          0.09842209,          0.09842209,          0.09842209,          0.00290626,          0.00290612,          0.00290162
,,,,,,    7.400000,    0.221846,          0.04580507,          0.04580507,          0.04580507,          0.00135223,          0.00135216,          0.00134995,          8.14603348,          8.14603348,          8.14603348,          2.73047939,          2.73048549,          2.73053423,          0.01470999,          0.01470999,          0.01470999,          0.00025142,          0.00025140,          0.00025100,          0.10407225,          0.10407225,          0.10407225,          0.00307235,          0.00307219,          0.00306717
,,,,,,    7.600000,    0.227842,          0.04836529,          0.04836529,          0.04836529,          0.00142745,          0.00142738,          0.00142491,          8.14722111,          8.14722111,          8.14722111,          2.73049972,          2.73050615,          2.73055756,          0.01512455,          0.01512455,          0.01512455,          0.00025842,          0.00025841,          0.00025796,          0.10988924,          0.10988924,          0.10988924,          0.00324327,          0.00324310,          0.00323750
,,,,,,    7.800000,    0.233838,          0.05099938,          0.05099938,          0.05099938,          0.00150481,          0.00150472,          0.00150199,          8.14844178,          8.14844178,          8.14844178,          2.73052060,          2.73052737,          2.73058153,          0.01554050,          0.01554050,          0.01554050,          0.00026544,          0.00026543,          0.00026495,          0.11587407,          0.11587407,          0.11587407,          0.00341902,          0.00341883,          0.00341262
,,,,,,    8.000000,    0.239834,          0.05370780,          0.05370780,          0.05370780,          0.00158430,          0.00158421,          0.00158118,          8.14969560,          8.14969560,          8.14969560,          2.73054204,          2.73054917,          2.73060614,          0.01595789,          0.01595789,          0.01595789,          0.00027248,          0.00027246,          0.00027194,          0.12202780,          0.12202780,          0.12202780,          0.00359964,          0.00359943,          0.00359256
,,,,,,    8.200000,    0.245830,          0.05649104,          0.05649104,          0.05649104,          0.00166595,          0.00166585,          0.00166251,          8.15098270,          8.15098270,          8.15098270,          2.73056405,          2.73057153,          2.73063140,          0.01637676,          0.01637676,          0.01637676,          0.00027953,          0.00027951,          0.00027896,          0.12835149,          0.12835149,          0.12835149,          0.00378515,          0.00378492,          0.00377733
,,,,,,    8.400000,    0.251826,          0.05934957,          0.05934957,          0.05934957,          0.00174976,          0.00174965,          0.00174597,          8.15230320,          8.15230320,          8.15230320,          2.73058661,          2.73059447,          2.73065730,          0.01679716,          0.01679716,          0.01679716,          0.00028661,          0.00028659,          0.00028599,          0.13484626,          0.13484626,          0.13484626,          0.00397557,          0.00397531,          0.00396696
,,,,,,    8.600000,    0.257822,          0.06228390,          0.06228390,          0.06228390,          0.00183574,          0.00183562,          0.00183158,          8.15365720,          8.15365720,          8.15365720,          2.73060975,          2.73061798,          2.73068384,          0.01721912,          0.01721912,          0.01721912,          0.00029370,          0.00029368,          0.00029304,          0.14151326,          0.14151326,          0.14151326,          0.00417094,          0.00417065,          0.00416148
,,,,,,    8.800000,    0.263817,          0.06529454,          0.06529454,          0.06529454,          0.00192392,          0.00192378,          0.00191935,          8.15504484,          8.15504484,          8.15504484,          2.73063344,          2.73064206,          2.73071103,          0.01764269,          0.01764269,          0.01764269,          0.00030081,          0.00030079,          0.00030010,          0.14835366,          0.14835366,          0.14835366,          0.00437127,          0.00437095,          0.00436090
,,,,,,    9.000000,    0.269813,          0.06838205,          0.06838205,          0.06838205,          0.00201428,          0.00201413,          0.00200929,          8.15646625,          8.15646625,          8.15646625,          2.73065771,          2.73066673,          2.73073887,          0.01806792,          0.01806792,          0.01806792,          0.00030794,          0.00030792,          0.00030718,          0.15536868,          0.15536868,          0.15536868,          0.00457659,          0.00457625,          0.00456524
,,,,,,    9.200000,    0.275809,          0.07154695,          0.07154695,          0.07154695,          0.00210686,          0.00210670,          0.00210141,          8.15792156,          8.15792156,          8.15792156,          2.73068254,          2.73069197,          2.73076735,          0.01849484,          0.01849484,          0.01849484,          0.00031509,          0.00031507,          0.00031428,          0.16255956,          0.16255956,          0.16255956,          0.00478693,          0.00478656,          0.00477454
,,,,,,    9.400000,    0.281805,          0.07478982,          0.07478982,          0.07478982,          0.00220166,          0.00220148,          0.00219572,          8.15941091,          8.15941091,          8.15941091,          2.73070795,          2.73071779,          2.73079649,          0.01892350,          0.01892350,          0.01892350,          0.00032227,          0.00032224,          0.00032140,          0.16992759,          0.16992759,          0.16992759,          0.00500233,          0.00500192,          0.00498883
,,,,,,    9.600000,    0.287801,          0.07811125,          0.07811125,          0.07811125,          0.00229870,          0.00229850,          0.00229223,          8.16093442,          8.16093442,          8.16093442,          2.73073393,          2.73074419,          2.73082629,          0.01935396,          0.01935396,          0.01935396,          0.00032946,          0.00032944,          0.00032854,          0.17747408,          0.17747408,          0.17747408,          0.00522280,          0.00522236,          0.00520811
,,,,,,    9.800000,    0.293797,          0.08151181,          0.08151181,          0.08151181,          0.00239798,          0.00239777,          0.00239096,          8.16249226,          8.16249226,          8.16249226,          2.73076048,          2.73077117,          2.73085673,          0.01978624,          0.01978624,          0.01978624,          0.00033668,          0.00033665,          0.00033570,          0.18520040,          0.18520040,          0.18520040,          0.00544838,          0.00544790,          0.00543243
,,,,,,   10.000000,    0.299792,          0.08499214,          0.08499214,          0.08499214,          0.00249953,          0.00249930,          0.00249192,          8.16408455,          8.16408455,          8.16408455,          2.73078761,          2.73079874,          2.73088784,          0.02022041,          0.02022041,          0.02022041,          0.00034392,          0.00034389,          0.00034288,          0.19310794,          0.19310794,          0.19310794,          0.00567910,          0.00567858,          0.00566181
,,,,,,   10.200000,    0.305788,          0.08855285,          0.08855285,          0.08855285,          0.00260335,          0.00260310,          0.00259511,          8.16571146,          8.16571146,          8.16571146,          2.73081531,          2.73082690,          2.73091960,          0.02065651,          0.02065651,          0.02065651,          0.00035118,          0.00035115,          0.00035008,          0.20119812,          0.20119812,          0.20119812,          0.00591499,          0.00591443,          0.00589627
,,,,,,   10.400000,    0.311784,          0.09219460,          0.09219460,          0.09219460,          0.00270946,          0.00270920,          0.00270056,          8.16737313,          8.16737313,          8.16737313,          2.73084360,          2.73085564,          2.73095203,          0.02109458,          0.02109458,          0.02109458,          0.00035847,          0.00035844,          0.00035730,          0.20947242,          0.20947242,          0.20947242,          0.00615609,          0.00615548,          0.00613586
,,,,,,   10.600000,    0.317780,          0.09591805,          0.09591805,          0.09591805,          0.00281788,          0.00281759,          0.00280827,          8.16906973,          8.16906973,          8.16906973,          2.73087246,          2.73088498,          2.73098512,          0.02153468,          0.02153468,          0.02153468,          0.00036578,          0.00036575,          0.00036454,          0.21793235,          0.21793235,          0.21793235,          0.00640242,          0.00640176,          0.00638059
,,,,,,   10.800000,    0.323776,          0.09972388,          0.09972388,          0.09972388,          0.00292862,          0.00292831,          0.00291826,          8.17080141,          8.17080141,          8.17080141,          2.73090191,          2.73091491,          2.73101887,          0.02197684,          0.02197684,          0.02197684,          0.00037312,          0.00037308,          0.00037181,          0.22657946,          0.22657946,          0.22657946,          0.00665402,          0.00665331,          0.00663049
,,,,,,   11.000000,    0.329772,          0.10361279,          0.10361279,          0.10361279,          0.00304169,          0.00304136,          0.00303055,          8.17256834,          8.17256834,          8.17256834,          2.73093195,          2.73094543,          2.73105329,          0.02242113,          0.02242113,          0.02242113,          0.00038048,          0.00038044,          0.00037910,          0.23541533,          0.23541533,          0.23541533,          0.00691093,          0.00691017,          0.00688561
,,,,,,   11.200000,    0.335768,          0.10758550,          0.10758550,          0.10758550,          0.00315711,          0.00315675,          0.00314514,          8.17437069,          8.17437069,          8.17437069,          2.73096257,          2.73097655,          2.73108838,          0.02286760,          0.02286760,          0.02286760,          0.00038787,          0.00038783,          0.00038641,          0.24444160,          0.24444160,          0.24444160,          0.00717318,          0.00717236,          0.00714597
,,,,,,   11.400000,    0.341763,          0.11164275,          0.11164275,          0.11164275,          0.00327490,          0.00327452,          0.00326205,          8.17620863,          8.17620863,          8.17620863,          2.73099379,          2.73100827,          2.73112413,          0.02331628,          0.02331628,          0.02331628,          0.00039529,          0.00039524,          0.00039374,          0.25365994,          0.25365994,          0.25365994,          0.00744081,          0.00743993,          0.00741160
,,,,,,   11.600000,    0.347759,          0.11578528,          0.11578528,          0.11578528,          0.00339508,          0.00339467,          0.00338130,          8.17808234,          8.17808234,          8.17808234,          2.73102559,          2.73104059,          2.73116057,          0.02376724,          0.02376724,          0.02376724,          0.00040273,          0.00040268,          0.00040110,          0.26307206,          0.26307206,          0.26307206,          0.00771385,          0.00771291,          0.00768254
,,,,,,   11.800000,    0.353755,          0.12001388,          0.12001388,          0.12001388,          0.00351766,          0.00351721,          0.00350290,          8.17999200,          8.17999200,          8.17999200,          2.73105799,          2.73107351,          2.73119767,          0.02422053,          0.02422053,          0.02422053,          0.00041020,          0.00041015,          0.00040849,          0.27267972,          0.27267972,          0.27267972,          0.00799235,          0.00799135,          0.00795883
,,,,,,   12.000000,    0.359751,          0.12432933,          0.12432933,          0.12432933,          0.00364265,          0.00364218,          0.00362687,          8.18193779,          8.18193779,          8.18193779,          2.73109099,          2.73110704,          2.73123546,          0.02467619,          0.02467619,          0.02467619,          0.00041770,          0.00041764,          0.00041590,          0.28248472,          0.28248472,          0.28248472,          0.00827635,          0.00827527,          0.00824049
,,,,,,   12.200000,    0.365747,          0.12873245,          0.12873245,          0.12873245,          0.00377008,          0.00376957,          0.00375322,          8.18391991,          8.18391991,          8.18391991,          2.73112458,          2.73114117,          2.73127392,          0.02513429,          0.02513429,          0.02513429,          0.00042522,          0.00042517,          0.00042333,          0.29248891,          0.29248891,          0.29248891,          0.00856588,          0.00856473,          0.00852757
,,,,,,   12.400000,    0.371743,          0.13322407,          0.13322407,          0.13322407,          0.00389996,          0.00389942,          0.00388197,          8.18593855,          8.18593855,          8.18593855,          2.73115878,          2.73117592,          2.73131307,          0.02559487,          0.02559487,          0.02559487,          0.00043278,          0.00043272,          0.00043080,          0.30269419,          0.30269419,          0.30269419,          0.00886098,          0.00885976,          0.00882011
,,,,,,   12.600000,    0.377738,          0.13780506,          0.13780506,          0.13780506,          0.00403232,          0.00403175,          0.00401314,          8.18799390,          8.18799390,          8.18799390,          2.73119357,          2.73121128,          2.73135290,          0.02605800,          0.02605800,          0.02605800,          0.00044037,          0.00044031,          0.00043829,          0.31310249,          0.31310249,          0.31310249,          0.00916171,          0.00916040,          0.00911813
,,,,,,   12.800000,    0.383734,          0.14247627,          0.14247627,          0.14247627,          0.00416717,          0.00416656,          0.00414674,          8.19008617,          8.19008617,          8.19008617,          2.73122898,          2.73124725,          2.73139342,          0.02652373,          0.02652373,          0.02652373,          0.00044799,          0.00044792,          0.00044581,          0.32371580,          0.32371580,          0.32371580,          0.00946809,          0.00946670,          0.00942168
,,,,,,   13.000000,    0.389730,          0.14723861,          0.14723861,          0.14723861,          0.00430453,          0.00430388,          0.00428280,          8.19221557,          8.19221557,          8.19221557,          2.73126499,          2.73128384,          2.73143463,          0.02699211,          0.02699211,          0.02699211,          0.00045564,          0.00045557,          0.00045335,          0.33453616,          0.33453616,          0.33453616,          0.00978019,          0.00977871,          0.00973081
,,,,,,   13.200000,    0.395726,          0.15209299,          0.15209299,          0.15209299,          0.00444442,          0.00444373,          0.00442132,          8.19438230,          8.19438230,          8.19438230,          2.73130161,          2.73132104,          2.73147653,          0.02746320,          0.02746320,          0.02746320,          0.00046332,          0.00046325,          0.00046093,          0.34556565,          0.34556565,          0.34556565,          0.01009803,          0.01009646,          0.01004554
,,,,,,   13.400000,    0.401722,          0.15704036,          0.15704036,          0.15704036,          0.00458687,          0.00458613,          0.00456233,          8.19658658,          8.19658658,          8.19658658,          2.73133884,          2.73135888,          2.73151913,          0.02793707,          0.02793707,          0.02793707,          0.00047104,          0.00047096,          0.00046853,          0.35680641,          0.35680641,          0.35680641,          0.01042167,          0.01042001,          0.01036593
,,,,,,   13.600000,    0.407718,          0.16208167,          0.16208167,          0.16208167,          0.00473188,          0.00473110,          0.00470585,          8.19882864,          8.19882864,          8.19882864,          2.73137670,          2.73139733,          2.73156242,          0.02841376,          0.02841376,          0.02841376,          0.00047879,          0.00047871,          0.00047617,          0.36826062,          0.36826062,          0.36826062,          0.01075116,          0.01074939,          0.01069202
,,,,,,   13.800000,    0.413714,          0.16721792,          0.16721792,          0.16721792,          0.00487950,          0.00487867,          0.00485190,          8.20110869,          8.20110869,          8.20110869,          2.73141516,          2.73143641,          2.73160642,          0.02889335,          0.02889335,          0.02889335,          0.00048657,          0.00048649,          0.00048384,          0.37993053,          0.37993053,          0.37993053,          0.01108655,          0.01108467,          0.01102385
,,,,,,   14.000000,    0.419709,          0.17245011,          0.17245011,          0.17245011,          0.00502972,          0.00502885,          0.00500049,          8.20342697,          8.20342697,          8.20342697,          2.73145426,          2.73147613,          2.73165112,          0.02937589,          0.02937589,          0.02937589,          0.00049439,          0.00049431,          0.00049154,          0.39181842,          0.39181842,          0.39181842,          0.01142787,          0.01142589,          0.01136146
,,,,,,   14.200000,    0.425705,          0.17777928,          0.17777928,          0.17777928,          0.00518259,          0.00518166,          0.00515165,          8.20578371,          8.20578371,          8.20578371,          2.73149397,          2.73151647,          2.73169652,          0.02986144,          0.02986144,          0.02986144,          0.00050225,          0.00050216,          0.00049927,          0.40392665,          0.40392665,          0.40392665,          0.01177520,          0.01177309,          0.01170491
,,,,,,   14.400000,    0.431701,          0.18320648,          0.18320648,          0.18320648,          0.00533812,          0.00533714,          0.00530540,          8.20817915,          8.20817915,          8.20817915,          2.73153431,          2.73155746,          2.73174263,          0.03035007,          0.03035007,          0.03035007,          0.00051014,          0.00051004,          0.00050703,          0.41625762,          0.41625762,          0.41625762,          0.01212857,          0.01212634,          0.01205424
,,,,,,   14.600000,    0.437697,          0.18873279,          0.18873279,          0.18873279,          0.00549633,          0.00549530,          0.00546176,          8.21061353,          8.21061353,          8.21061353,          2.73157528,          2.73159908,          2.73178946,          0.03084184,          0.03084184,          0.03084184,          0.00051806,          0.00051797,          0.00051483,          0.42881379,          0.42881379,          0.42881379,          0.01248803,          0.01248569,          0.01240949
,,,,,,   14.800000,    0.443693,          0.19435933,          0.19435933,          0.19435933,          0.00565725,          0.00565616,          0.00562075,          8.21308711,          8.21308711,          8.21308711,          2.73161689,          2.73164134,          2.73183700,          0.03133682,          0.03133682,          0.03133682,          0.00052603,          0.00052593,          0.00052266,          0.44159767,          0.44159767,          0.44159767,          0.01285366,          0.01285118,          0.01277073
,,,,,,   15.000000,    0.449689,          0.20008723,          0.20008723,          0.20008723,          0.00582090,          0.00581976,          0.00578239,          8.21560014,          8.21560014,          8.21560014,          2.73165913,          2.73168425,          2.73188526,          0.03183507,          0.03183507,          0.03183507,          0.00053403,          0.00053393,          0.00053052,          0.45461185,          0.45461185,          0.45461185,          0.01322549,          0.01322288,          0.01313799
,,,,,,   15.200000,    0.455685,          0.20591765,          0.20591765,          0.20591765,          0.00598732,          0.00598611,          0.00594671,          8.21815288,          8.21815288,          8.21815288,          2.73170200,          2.73172781,          2.73193424,          0.03233666,          0.03233666,          0.03233666,          0.00054208,          0.00054197,          0.00053843,          0.46785895,          0.46785895,          0.46785895,          0.01360359,          0.01360084,          0.01351133
,,,,,,   15.400000,    0.461680,          0.21185178,          0.21185178,          0.21185178,          0.00615651,          0.00615524,          0.00611373,          8.22074559,          8.22074559,          8.22074559,          2.73174552,          2.73177201,          2.73198394,          0.03284166,          0.03284166,          0.03284166,          0.00055016,          0.00055005,          0.00054636,          0.48134169,          0.48134169,          0.48134169,          0.01398802,          0.01398512,          0.01389081
,,,,,,   15.600000,    0.467676,          0.21789083,          0.21789083,          0.21789083,          0.00632852,          0.00632718,          0.00628347,          8.22337855,          8.22337855,          8.22337855,          2.73178969,          2.73181687,          2.73203437,          0.03335013,          0.03335013,          0.03335013,          0.00055829,          0.00055817,          0.00055434,          0.49506283,          0.49506283,          0.49506283,          0.01437883,          0.01437578,          0.01427647
,,,,,,   15.800000,    0.473672,          0.22403605,          0.22403605,          0.22403605,          0.00650336,          0.00650195,          0.00645596,          8.22605203,          8.22605203,          8.22605203,          2.73183450,          2.73186239,          2.73208553,          0.03386216,          0.03386216,          0.03386216,          0.00056645,          0.00056633,          0.00056235,          0.50902519,          0.50902519,          0.50902519,          0.01477608,          0.01477288,          0.01466838
,,,,,,   16.000000,    0.479668,          0.23028871,          0.23028871,          0.23028871,          0.00668107,          0.00667958,          0.00663122,          8.22876631,          8.22876631,          8.22876631,          2.73187997,          2.73190857,          2.73213743,          0.03437781,          0.03437781,          0.03437781,          0.00057466,          0.00057454,          0.00057040,          0.52323166,          0.52323166,          0.52323166,          0.01517984,          0.01517647,          0.01506658
,,,,,,   16.200000,    0.485664,          0.23665011,          0.23665011,          0.23665011,          0.00686167,          0.00686011,          0.00680928,          8.23152167,          8.23152167,          8.23152167,          2.73192609,          2.73195542,          2.73219006,          0.03489715,          0.03489715,          0.03489715,          0.00058292,          0.00058279,          0.00057849,          0.53768521,          0.53768521,          0.53768521,          0.01559018,          0.01558663,          0.01547115
